,unidad_academica,carrera,nro_inscripcion,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
799,FCEQN,104,FCEQN-6006,S,0,A,02/06/2013,2011
800,FCEQN,172,FCEQN-7171,S,0,A,02/06/2013,2005
801,FCEQN,104,FCEQN-6690,S,0,A,12/02/2012,2011
802,FCEQN,172,FCEQN-5918,S,0,A,11/25/2012,2005
803,FCEQN,147,FCEQN-6595,S,0,A,11/27/2012,2000
804,FCEQN,172,FCEQN-6971,S,0,A,12/15/2012,2005
805,FCEQN,104,FCEQN-6815,S,0,A,12/09/2012,2011
806,FCEQN,102,FCEQN-6564,S,0,A,11/25/2012,2011
807,FCEQN,147,FCEQN-7127,S,0,A,02/02/2013,2000
808,FCEQN,147,FCEQN-6943,S,0,A,12/12/2012,2000
809,FCEQN,147,FCEQN-6736,S,0,A,12/04/2012,2000
810,FCEQN,147,FCEQN-6697,S,0,A,12/03/2012,2000
811,FCEQN,147,FCEQN-6737,S,0,A,12/04/2012,2000
812,FCEQN,147,FCEQN-6866,S,0,A,12/10/2012,2000
813,FCEQN,147,FCEQN-6912,S,0,A,12/12/2012,2000
814,FCEQN,147,FCEQN-6749,S,0,A,12/04/2012,2000
815,FCEQN,147,FCEQN-7055,S,0,A,12/18/2012,2000
816,FCEQN,147,FCEQN-7154,S,0,A,02/04/2013,2000
817,FCEQN,147,FCEQN-6991,S,0,A,12/15/2012,2000
818,FCEQN,147,FCEQN-6652,S,0,A,12/01/2012,2000
819,FCEQN,172,FCEQN-6528,S,0,A,11/24/2012,2005
820,FCEQN,172,FCEQN-6553,S,0,A,11/25/2012,2005
821,FCEQN,101,FCEQN-6685,S,0,A,12/02/2012,2007
822,FCEQN,104,FCEQN-6497,S,0,A,11/24/2012,2011
823,FCEQN,104,FCEQN-6534,S,0,A,11/24/2012,2011
824,FCEQN,102,FCEQN-6288,S,0,A,03/17/2013,2011
825,FCEQN,147,FCEQN-6676,S,0,A,12/02/2012,2000
826,FCEQN,101,FCEQN-6724,S,0,A,12/03/2012,2007
827,FCEQN,106,FCEQN-6893,S,0,A,12/11/2012,2012
828,FCEQN,104,FCEQN-6796,S,0,A,12/09/2012,2011
829,FCEQN,104,FCEQN-6942,S,0,A,12/12/2012,2011
830,FCEQN,147,FCEQN-6616,S,0,A,11/28/2012,2000
831,FCEQN,147,FCEQN-6482,S,0,A,04/06/2013,2000
832,FCEQN,102,FCEQN-6624,S,0,A,11/28/2012,2011
833,FCEQN,147,FCEQN-6583,S,0,A,11/26/2012,2000
834,FCEQN,101,FCEQN-6710,S,0,A,04/06/2013,2007
835,FCEQN,104,FCEQN-7005,S,0,A,12/16/2012,2011
836,FCEQN,143,FCEQN-6734,S,0,A,04/06/2013,2008
837,FCEQN,102,FCEQN-6567,S,0,A,11/25/2012,2011
838,FCEQN,172,FCEQN-6851,S,0,A,12/10/2012,2005
839,FCEQN,102,FCEQN-7118,S,0,A,02/02/2013,2011
840,FCEQN,102,FCEQN-6784,S,0,A,12/05/2012,2011
841,FCEQN,104,FCEQN-5972,S,0,A,04/01/2013,2011
842,FCEQN,147,FCEQN-6764,S,0,A,12/05/2012,2000
843,FCEQN,172,FCEQN-7024,S,0,A,04/06/2013,2005
844,FCEQN,106,FCEQN-7252,S,0,A,04/06/2013,2012
845,FCEQN,147,FCEQN-6803,S,0,A,12/09/2012,2000
846,FCEQN,172,FCEQN-7017,S,0,A,12/16/2012,2005
847,FCEQN,172,FCEQN-6579,S,0,A,11/26/2012,2005
848,FCEQN,172,FCEQN-7010,S,0,A,12/16/2012,2005
849,FCEQN,106,FCEQN-6849,S,0,A,12/10/2012,2012
850,FCEQN,147,FCEQN-7253,S,0,A,04/06/2013,2000
851,FCEQN,172,FCEQN-6798,S,0,A,12/09/2012,2005
852,FCEQN,170,FCEQN-6695,S,0,A,12/02/2012,2005
853,FCEQN,,FCEQN-7254,S,,,04/06/2013,2007
854,FCEQN,,FCEQN-6932,S,,,12/12/2012,2011
855,FCEQN,147,FCEQN-7255,S,0,A,04/06/2013,2000
856,FCEQN,102,FCEQN-7041,S,0,A,12/18/2012,2011
857,FCEQN,101,FCEQN-6770,S,0,A,12/05/2012,2007
858,FCEQN,104,FCEQN-6654,S,0,A,12/01/2012,2011
859,FCEQN,101,FCEQN-6619,S,0,A,11/28/2012,2007
860,FCEQN,172,FCEQN-6876,S,0,A,12/11/2012,2005
861,FCEQN,106,FCEQN-6931,S,0,A,04/06/2013,2012
862,FCEQN,143,FCEQN-6729,S,0,A,12/04/2012,2008
863,FCEQN,147,FCEQN-6824,S,0,A,12/09/2012,2000
864,FCEQN,101,FCEQN-6609,S,0,A,11/27/2012,2007
865,FCEQN,106,FCEQN-6657,S,0,A,12/01/2012,2012
866,FCEQN,106,FCEQN-7174,S,0,A,02/06/2013,2012
867,FCEQN,104,FCEQN-6602,S,0,A,11/27/2012,2011
868,FCEQN,102,FCEQN-6173,S,0,A,04/06/2013,2011
869,FCEQN,172,FCEQN-6911,S,0,A,12/12/2012,2005
870,FCEQN,172,FCEQN-7256,S,0,A,04/07/2013,2005
871,FCEQN,104,FCEQN-6705,S,0,A,12/03/2012,2011
872,FCEQN,106,FCEQN-7031,S,0,A,12/17/2012,2012
873,FCEQN,172,FCEQN-6511,S,0,A,11/24/2012,2005
874,FCEQN,102,FCEQN-6245,S,0,A,12/02/2012,2011
875,FCEQN,102,FCEQN-7213,S,0,A,02/10/2013,2011
876,FCEQN,172,FCEQN-6516,S,0,A,11/24/2012,2005
877,FCEQN,101,FCEQN-7113,S,0,A,02/02/2013,2007
878,FCEQN,101,FCEQN-6890,S,0,A,12/11/2012,2007
879,FCEQN,106,FCEQN-6939,S,0,A,04/07/2013,2012
880,FCEQN,147,FCEQN-6673,S,0,A,12/02/2012,2000
881,FCEQN,106,FCEQN-6780,S,0,A,12/05/2012,2012
882,FCEQN,147,FCEQN-7143,S,0,A,02/03/2013,2000
883,FCEQN,106,FCEQN-6958,S,0,A,12/12/2012,2012
884,FCEQN,147,FCEQN-6955,S,0,A,04/13/2013,2000
885,FCEQN,101,FCEQN-6687,S,0,A,12/02/2012,2007
886,FCEQN,147,FCEQN-6717,S,0,A,12/03/2012,2000
887,FCEQN,172,FCEQN-6961,S,0,A,02/06/2013,2005
888,FCEQN,172,FCEQN-6620,S,0,A,04/13/2013,2005
889,FCEQN,172,FCEQN-5878,S,0,A,04/13/2013,2005
890,FCEQN,147,FCEQN-6501,S,0,A,11/24/2012,2000
891,FCEQN,106,FCEQN-6810,S,0,A,12/09/2012,2012
892,FCEQN,101,FCEQN-4371,S,0,A,12/19/2012,2007
893,FCEQN,104,FCEQN-7259,S,0,A,04/13/2013,2011
894,FCEQN,172,FCEQN-6814,S,0,A,04/13/2013,2005
895,FCEQN,170,FCEQN-4994,S,0,A,04/13/2013,2005
896,FCEQN,102,FCEQN-6682,S,0,A,12/02/2012,2011
897,FCEQN,102,FCEQN-6844,S,0,A,12/10/2012,2011
898,FCEQN,104,FCEQN-6852,S,0,A,12/10/2012,2011
899,FCEQN,104,FCEQN-6881,S,0,A,12/11/2012,2011
900,FCEQN,172,FCEQN-6776,S,0,A,04/13/2013,2005
901,FCEQN,101,FCEQN-6861,S,0,A,12/10/2012,2007
902,FCEQN,143,FCEQN-7178,S,0,A,02/09/2013,2008
903,FCEQN,104,FCEQN-6862,S,0,A,12/10/2012,2011
904,FCEQN,106,FCEQN-7032,S,0,A,12/17/2012,2012
905,FCEQN,101,FCEQN-6675,S,0,A,12/02/2012,2007
906,FCEQN,172,FCEQN-6565,S,0,A,04/13/2013,2005
907,FCEQN,104,FCEQN-7148,S,0,A,02/03/2013,2011
908,FCEQN,104,FCEQN-6973,S,0,A,12/15/2012,2011
909,FCEQN,104,FCEQN-6850,S,0,A,12/10/2012,2011
910,FCEQN,172,FCEQN-6864,S,0,A,04/13/2013,2005
911,FCEQN,147,FCEQN-7220,S,0,A,02/18/2013,2000
912,FCEQN,147,FCEQN-7114,S,0,A,02/02/2013,2000
913,FCEQN,102,FCEQN-4242,S,0,A,04/04/2009,2011
914,FCEQN,101,FCEQN-6845,S,0,A,12/10/2012,2007
915,FCEQN,147,FCEQN-6833,S,0,A,12/10/2012,2000
916,FCEQN,147,FCEQN-7081,S,0,A,12/19/2012,2000
917,FCEQN,143,FCEQN-6570,S,0,A,11/26/2012,2008
918,FCEQN,101,FCEQN-6604,S,0,A,11/27/2012,2007
919,FCEQN,147,FCEQN-6937,S,0,A,12/12/2012,2000
920,FCEQN,147,FCEQN-6797,S,0,A,04/14/2013,2000
921,FCEQN,102,FCEQN-7008,S,0,A,12/16/2012,2011
922,FCEQN,102,FCEQN-7155,S,0,A,02/04/2013,2011
923,FCEQN,102,FCEQN-6856,S,0,A,12/10/2012,2011
924,FCEQN,143,FCEQN-6714,S,0,A,12/03/2012,2008
925,FCEQN,172,FCEQN-6580,S,0,A,11/26/2012,2005
926,FCEQN,106,FCEQN-6597,S,0,A,11/27/2012,2012
927,FCEQN,147,FCEQN-7179,S,0,A,02/06/2013,2000
928,FCEQN,147,FCEQN-6763,S,0,A,12/05/2012,2000
929,FCEQN,172,FCEQN-6635,S,0,A,04/14/2013,2005
930,FCEQN,147,FCEQN-6594,S,0,A,11/27/2012,2000
931,FCEQN,101,FCEQN-7069,S,0,A,12/18/2012,2007
932,FCEQN,104,FCEQN-6778,S,0,A,12/05/2012,2011
933,FCEQN,104,FCEQN-6706,S,0,A,12/03/2012,2011
934,FCEQN,104,FCEQN-6767,S,0,A,12/05/2012,2011
935,FCEQN,106,FCEQN-6521,S,0,A,11/24/2012,2012
936,FCEQN,101,FCEQN-7164,S,0,A,04/14/2013,2007
937,FCEQN,172,FCEQN-6985,S,0,A,04/14/2013,2005
938,FCEQN,102,FCEQN-7061,S,0,A,12/18/2012,2011
939,FCEQN,102,FCEQN-7060,S,0,A,12/18/2012,2011
940,FCEQN,104,FCEQN-6795,S,0,A,12/09/2012,2011
941,FCEQN,102,FCEQN-7080,S,0,A,12/19/2012,2011
942,FCEQN,172,FCEQN-7040,S,0,A,12/18/2012,2005
943,FCEQN,172,FCEQN-7215,S,0,A,02/10/2013,2005
944,FCEQN,147,FCEQN-6508,S,0,A,11/24/2012,2000
945,FCEQN,104,FCEQN-6930,S,0,A,12/12/2012,2011
946,FCEQN,106,FCEQN-6828,S,0,A,12/09/2012,2012
947,FCEQN,143,FCEQN-6790,S,0,A,12/09/2012,2008
948,FCEQN,106,FCEQN-6837,S,0,A,12/10/2012,2012
949,FCEQN,147,FCEQN-6661,S,0,A,12/01/2012,2000
950,FCEQN,147,FCEQN-6949,S,0,A,12/12/2012,2000
951,FCEQN,147,FCEQN-6789,S,0,A,12/09/2012,2000
952,FCEQN,172,FCEQN-6725,S,0,A,04/15/2013,2005
953,FCEQN,147,FCEQN-6897,S,0,A,12/11/2012,2000
954,FCEQN,102,FCEQN-6510,S,0,A,11/24/2012,2011
955,FCEQN,101,FCEQN-7262,S,0,A,04/15/2013,2007
956,FCEQN,172,FCEQN-7051,S,0,A,04/15/2013,2005
957,FCEQN,172,FCEQN-6613,S,0,A,04/15/2013,2005
958,FCEQN,172,FCEQN-7158,S,0,A,04/13/2013,2005
959,FCEQN,143,FCEQN-6992,S,0,A,,2008
960,FCEQN,143,FCEQN-7263,S,0,A,,2008
961,FCEQN,104,FCEQN-6972,S,0,A,,2011
962,FCEQN,143,FCEQN-6993,,0,A,12/15/2012,2008
963,FCEQN,170,FCEQN-7142,,0,A,02/03/2013,2005
964,FCEQN,106,FCEQN-6679,S,0,A,12/02/2012,2012
965,FCEQN,172,FCEQN-6732,S,0,A,12/04/2012,2005
966,FCEQN,170,FCEQN-6885,S,0,A,04/17/2013,2005
967,FCEQN,106,FCEQN-6681,S,0,A,12/02/2012,2012
968,FCEQN,170,FCEQN-6995,S,0,A,04/17/2013,2005
969,FCEQN,104,FCEQN-6596,S,0,A,11/27/2012,2011
970,FCEQN,106,FCEQN-6987,S,0,A,12/15/2012,2012
971,FCEQN,147,FCEQN-6740,S,0,A,12/04/2012,2000
972,FCEQN,172,FCEQN-6632,S,0,A,12/01/2012,2005
973,FCEQN,172,FCEQN-7119,S,0,A,04/07/2013,2005
974,FCEQN,170,FCEQN-7173,S,0,A,04/20/2013,2005
975,FCEQN,102,FCEQN-6840,S,0,A,12/10/2012,2011
976,FCEQN,172,FCEQN-6772,S,0,A,04/13/2013,2005
977,FCEQN,172,FCEQN-6801,S,0,A,12/09/2012,2005
978,FCEQN,143,FCEQN-6145,S,0,A,03/26/2013,2008
979,FCEQN,172,FCEQN-7126,S,0,A,02/02/2013,2005
980,FCEQN,102,FCEQN-6634,S,0,A,12/01/2012,2011
981,FCEQN,172,FCEQN-6977,S,0,A,12/15/2012,2005
982,FCEQN,104,FCEQN-6744,S,0,A,12/04/2012,2011
983,FCEQN,104,FCEQN-7217,S,0,A,02/13/2013,2011
984,FCEQN,106,FCEQN-3777,S,0,A,04/23/2013,2012
985,FCEQN,170,FCEQN-6547,S,0,A,04/23/2013,2005
986,FCEQN,102,FCEQN-5420,S,0,A,12/12/2010,2011
987,FCEQN,101,FCEQN-5195,N,0,P,04/20/2011,2007
988,FCEQN,101,FCEQN-5332,N,0,P,04/23/2011,2007
989,FCEQN,101,FCEQN-5542,N,0,A,04/23/2011,2007
990,FCEQN,102,FCEQN-5178,N,0,A,12/01/2010,2005
991,FCEQN,102,FCEQN-5556,N,0,P,12/14/2010,2005
992,FCEQN,102,FCEQN-5647,N,0,P,01/30/2011,2005
993,FCEQN,102,FCEQN-5660,N,0,A,01/30/2011,2005
994,FCEQN,102,FCEQN-5741,N,0,P,02/06/2011,2005
995,FCEQN,102,FCEQN-1294,N,0,P,05/15/2005,2011
996,FCEQN,102,FCEQN-1367,N,0,P,05/15/2005,2011
997,FCEQN,102,FCEQN-5467,N,0,A,12/13/2010,2011
998,FCEQN,102,FCEQN-5498,N,0,A,12/13/2010,2011
999,FCEQN,102,FCEQN-5679,N,0,P,01/31/2011,2011
1000,FCEQN,104,FCEQN-5193,N,0,P,12/04/2010,2005
1001,FCEQN,104,FCEQN-5199,N,0,A,12/04/2010,2005
1002,FCEQN,104,FCEQN-5424,N,0,P,12/12/2010,2005
1003,FCEQN,104,FCEQN-5489,N,0,A,12/13/2010,2005
1004,FCEQN,104,FCEQN-5536,N,0,P,12/14/2010,2005
1005,FCEQN,104,FCEQN-5717,N,0,P,02/02/2011,2005
1006,FCEQN,104,FCEQN-5058,N,0,A,05/03/2010,2011
1007,FCEQN,106,FCEQN-5658,N,0,A,04/20/2011,2012
1008,FCEQN,106,FCEQN-5703,N,0,A,04/24/2011,2012
1009,FCEQN,114,4996,N,0,A,05/14/2011,2005
1010,FCEQN,114,FCEQN-5812,N,0,P,09/05/2011,2005
1011,FCEQN,143,FCEQN-2270,N,0,A,08/16/2006,2008
1012,FCEQN,143,FCEQN-877,N,0,P,02/27/2011,2008
1013,FCEQN,147,FCEQN-5416,N,0,A,12/12/2010,2000
1014,FCEQN,147,FCEQN-2546,N,0,A,12/16/2006,2000
1015,FCEQN,147,FCEQN-5168,N,0,A,12/01/2010,2000
1016,FCEQN,147,FCEQN-5334,N,0,P,12/11/2010,2000
1017,FCEQN,147,FCEQN-5412,N,0,P,12/12/2010,2000
1018,FCEQN,147,FCEQN-5635,N,0,A,12/26/2010,2000
1019,FCEQN,147,FCEQN-5609,N,0,P,12/15/2010,2000
1020,FCEQN,147,FCEQN-5603,N,0,P,12/15/2010,2000
1021,FCEQN,147,FCEQN-5719,N,0,P,02/02/2011,2000
1022,FCEQN,147,5863,N,2,A,03/01/2000,2000
1023,FCEQN,147,FCEQN-5352,N,0,A,12/11/2010,2000
1024,FCEQN,147,FCEQN-5688,N,0,P,02/01/2011,2000
1025,FCEQN,147,FCEQN-5723,N,0,A,02/02/2011,2000
1026,FCEQN,147,FCEQN-5152,N,0,A,12/01/2010,2000
1027,FCEQN,147,FCEQN-5722,N,0,P,02/02/2011,2000
1028,FCEQN,170,FCEQN-5559,N,0,A,12/14/2010,2005
1029,FCEQN,172,FCEQN-5742,N,0,P,02/06/2011,2005
1030,FCEQN,172,FCEQN-5704,N,0,A,02/01/2011,2005
1031,FCEQN,172,FCEQN-5705,N,0,A,02/01/2011,2005
1032,FCEQN,172,FCEQN-5211,N,0,A,12/04/2010,2005
1033,FCEQN,172,FCEQN-5518,N,0,P,12/14/2010,2005
1034,FCEQN,172,FCEQN-5782,N,0,P,04/12/2011,2005
1035,FCEQN,172,FCEQN-5305,N,0,P,12/07/2010,2005
1036,FCEQN,172,FCEQN-5593,N,0,P,12/15/2010,2005
1037,FCEQN,601,FCEQN-826,N,0,P,05/12/2010,2010
1038,FCEQN,114,5003,S,0,A,05/06/2013,2005
1039,FCEQN,102,1764,S,0,A,02/19/2003,2005
1040,FCEQN,114,FCEQN-7268,S,0,A,05/07/2013,2005
1041,FCEQN,114,FCEQN-7269,S,0,A,05/07/2013,2005
1042,FCEQN,114,FCEQN-1363,S,0,A,05/07/2013,2005
1043,FCEQN,114,FCEQN-1173,S,0,A,05/07/2013,2005
1044,FCEQN,114,FCEQN-7270,S,0,A,05/07/2013,2005
1045,FCEQN,114,FCEQN-7272,S,0,A,05/07/2013,2005
1046,FCEQN,114,5606,S,0,A,05/07/2013,2005
1047,FCEQN,102,FCEQN-5778,S,1,A,04/12/2011,2011
1048,FCEQN,102,1711,S,0,P,02/19/2003,2011
1049,FCEQN,104,FCEQN-5172,S,0,A,12/01/2010,2005
1050,FCEQN,106,FCEQN-4621,S,0,A,04/13/2011,2012
1051,FCEQN,104,FCEQN-5339,S,0,P,12/11/2010,2011
1052,FCEQN,104,FCEQN-5701,S,1,A,02/01/2011,2011
1053,FCEQN,101,FCEQN-4275,S,0,A,04/05/2009,2007
1054,FCEQN,101,FCEQN-5348,S,0,P,04/23/2011,2007
1055,FCEQN,101,FCEQN-4682,S,0,A,04/24/2010,2007
1056,FCEQN,114,FCEQN-7274,S,0,A,06/08/2013,2005
1057,FCEQN,147,FCEQN-5776,S,0,A,03/30/2011,2000
1058,FCEQN,172,FCEQN-7276,S,0,A,07/03/2013,2005
1059,FCEQN,143,FCEQN-6320,S,0,A,08/31/2013,2008
1060,FCEQN,170,FCEQN-2941,S,0,E,02/25/2007,2005
1061,FCEQN,105,5060,S,0,A,09/03/2013,2008
1062,FCEQN,106,FCEQN-7279,S,0,A,11/04/2013,2012
1063,FCEQN,105,1488,S,0,P,10/08/2008,2008
1064,FCEQN,102,FCEQN-3684,S,0,A,12/18/2007,2007
1065,FCEQN,106,FCEQN-8109,S,0,A,02/17/2014,2012
1066,FCEQN,106,FCEQN-8110,S,0,A,02/18/2014,2012
1067,FCEQN,101,FCEQN-7021,S,0,A,02/22/2014,2007
1068,FCEQN,102,FCEQN-8115,S,0,A,02/23/2014,2011
1069,FCEQN,143,1568,S,0,A,02/24/2014,2008
1070,FCEQN,104,FCEQN-6418,S,0,A,02/25/2014,2011
1071,FCEQN,143,FCEQN-4446,S,0,A,02/25/2014,2008
1072,FCEQN,170,FCEQN-8120,S,0,A,02/25/2014,2005
1073,FCEQN,172,FCEQN-4497,S,0,A,02/25/2014,2005
1074,FCEQN,143,FCEQN-6585,S,0,A,02/25/2014,2008
1075,FCEQN,170,FCEQN-3379,S,0,A,02/26/2014,2005
1076,FCEQN,143,FCEQN-1605,S,0,A,02/26/2014,2008
1077,FCEQN,106,FCEQN-6572,S,0,A,02/26/2014,2012
1078,FCEQN,102,FCEQN-6777,S,0,A,03/02/2014,2011
1079,FCEQN,101,FCEQN-6050,S,0,A,03/03/2014,2007
1080,FCEQN,101,FCEQN-7427,S,0,A,12/01/2013,2007
1081,FCEQN,143,FCEQN-8121,S,0,A,03/03/2014,2008
1082,FCEQN,104,FCEQN-8122,S,0,A,03/03/2014,2011
1083,FCEQN,172,FCEQN-4803,S,0,A,03/03/2014,2005
1084,FCEQN,105,FCEQN-4120,S,0,A,03/04/2014,2008
1085,FCEQN,102,FCEQN-5847,S,0,A,03/04/2014,2011
1086,FCEQN,172,FCEQN-8123,S,0,A,03/05/2014,2005
1087,FCEQN,102,FCEQN-7026,S,0,A,03/08/2014,2011
1088,FCEQN,105,FCEQN-7048,S,0,A,02/24/2014,2008
1089,FCEQN,102,FCEQN-6870,S,0,A,03/08/2014,2011
1090,FCEQN,143,FCEQN-337,S,0,A,03/08/2014,2008
1091,FCEQN,172,FCEQN-6738,S,0,A,12/16/2013,2005
1092,FCEQN,143,FCEQN-4906,S,0,A,03/09/2014,2008
1093,FCEQN,104,FCEQN-8125,S,0,A,03/10/2014,2011
1094,FCEQN,170,FCEQN-4916,S,0,A,03/11/2014,2005
1095,FCEQN,143,FCEQN-1758,S,0,A,03/11/2014,2008
1096,FCEQN,170,FCEQN-8000,S,0,A,02/05/2014,2005
1097,FCEQN,172,FCEQN-8127,S,0,A,03/12/2014,2005
1098,FCEQN,102,3365,S,0,E,02/20/2003,2000
1099,FCEQN,172,FCEQN-8128,S,0,A,03/12/2014,2005
1100,FCEQN,147,FCEQN-7265,S,0,A,02/09/2014,2000
1101,FCEQN,101,FCEQN-7125,S,0,A,12/14/2013,2007
1102,FCEQN,106,FCEQN-8130,S,0,A,03/15/2014,2012
1103,FCEQN,147,FCEQN-7746,S,0,A,12/14/2013,2000
1104,FCEQN,147,FCEQN-7793,S,0,A,12/16/2013,2000
1105,FCEQN,147,FCEQN-7792,S,0,A,12/16/2013,2000
1106,FCEQN,172,FCEQN-7335,S,0,A,11/25/2013,2005
1107,FCEQN,101,FCEQN-8132,S,0,A,03/15/2014,2007
1108,FCEQN,147,FCEQN-8131,S,0,A,03/15/2014,2000
1109,FCEQN,101,FCEQN-8133,S,0,A,03/15/2014,2007
1110,FCEQN,172,FCEQN-8074,S,0,A,02/10/2014,2005
1111,FCEQN,105,FCEQN-5838,S,0,A,03/15/2014,2008
1112,FCEQN,104,FCEQN-8097,S,0,A,02/12/2014,2011
1113,FCEQN,172,FCEQN-7803,S,0,A,12/16/2013,2005
1114,FCEQN,147,FCEQN-7809,S,0,A,12/16/2013,2000
1115,FCEQN,147,FCEQN-6655,S,0,A,03/16/2014,2000
1116,FCEQN,143,FCEQN-6702,S,0,A,03/16/2014,2008
1117,FCEQN,147,FCEQN-8134,S,0,A,03/16/2014,2000
1118,FCEQN,147,FCEQN-7418,S,0,A,12/01/2013,2000
1119,FCEQN,172,FCEQN-8135,S,0,A,03/16/2014,2005
1120,FCEQN,143,FCEQN-4808,S,0,A,03/16/2014,2008
1121,FCEQN,102,FCEQN-7340,S,0,A,11/25/2013,2011
1122,FCEQN,106,FCEQN-8009,S,0,A,02/05/2014,2012
1123,FCEQN,101,FCEQN-8136,S,0,A,03/17/2014,2007
1124,FCEQN,172,FCEQN-8137,S,0,A,03/17/2014,2005
1125,FCEQN,101,FCEQN-7701,S,0,A,12/14/2013,2007
1126,FCEQN,147,FCEQN-7374,S,0,A,11/30/2013,2000
1127,FCEQN,147,FCEQN-8138,S,0,A,03/18/2014,2000
1128,FCEQN,106,FCEQN-7609,S,0,A,12/09/2013,2012
1129,FCEQN,147,FCEQN-7382,S,0,A,11/30/2013,2000
1130,FCEQN,147,FCEQN-7381,S,0,A,11/30/2013,2000
1131,FCEQN,143,FCEQN-3993,S,0,A,03/18/2014,2008
1132,FCEQN,172,1963,S,0,A,02/05/2014,2005
1133,FCEQN,147,FCEQN-7919,S,0,A,02/01/2014,2000
1134,FCEQN,172,FCEQN-8001,S,0,A,02/05/2014,2005
1135,FCEQN,172,FCEQN-7344,S,0,A,11/25/2013,2005
1136,FCEQN,172,FCEQN-7504,S,0,A,12/03/2013,2005
1137,FCEQN,170,FCEQN-8139,S,0,A,03/22/2014,2005
1138,FCEQN,104,FCEQN-7759,S,0,A,12/15/2013,2011
1139,FCEQN,102,FCEQN-7485,S,0,A,12/03/2013,2011
1140,FCEQN,106,FCEQN-7365,S,0,A,11/26/2013,2012
1141,FCEQN,143,FCEQN-7353,S,0,A,03/23/2014,2008
1142,FCEQN,102,FCEQN-7495,S,0,A,03/23/2014,2011
1143,FCEQN,102,FCEQN-7984,S,0,A,02/04/2014,2011
1144,FCEQN,102,FCEQN-7664,S,0,A,12/11/2013,2011
1145,FCEQN,101,FCEQN-8140,S,0,A,03/23/2014,2007
1146,FCEQN,172,FCEQN-7771,S,0,A,12/15/2013,2005
1147,FCEQN,172,FCEQN-7318,S,0,A,11/24/2013,2005
1148,FCEQN,102,FCEQN-7598,S,0,A,12/09/2013,2011
1149,FCEQN,106,FCEQN-7829,S,0,A,12/17/2013,2012
1150,FCEQN,172,FCEQN-7384,S,0,A,11/30/2013,2005
1151,FCEQN,172,FCEQN-7773,S,0,A,12/16/2013,2005
1152,FCEQN,172,FCEQN-7932,S,0,A,02/02/2014,2005
1153,FCEQN,106,FCEQN-7918,S,0,A,02/01/2014,2012
1154,FCEQN,172,FCEQN-7782,S,0,A,12/16/2013,2005
1155,FCEQN,172,FCEQN-7373,S,0,A,11/30/2013,2005
1156,FCEQN,172,FCEQN-7425,S,0,A,12/01/2013,2005
1157,FCEQN,172,FCEQN-7486,S,0,A,12/03/2013,2005
1158,FCEQN,147,FCEQN-7062,S,0,A,12/22/2013,2000
1159,FCEQN,101,FCEQN-7636,S,0,A,12/10/2013,2007
1160,FCEQN,170,FCEQN-8142,S,0,A,03/25/2014,2005
1161,FCEQN,104,FCEQN-7547,S,0,A,12/04/2013,2011
1162,FCEQN,101,FCEQN-8064,S,0,A,02/09/2014,2007
1163,FCEQN,102,FCEQN-7541,S,0,A,12/04/2013,2011
1164,FCEQN,172,FCEQN-7628,S,0,A,12/10/2013,2005
1165,FCEQN,101,FCEQN-7489,S,0,A,12/03/2013,2007
1166,FCEQN,101,FCEQN-7349,S,0,A,03/25/2014,2007
1167,FCEQN,104,FCEQN-7461,S,0,A,12/02/2013,2011
1168,FCEQN,104,FCEQN-7462,S,0,A,12/02/2013,2011
1169,FCEQN,101,FCEQN-7621,S,0,A,12/10/2013,2007
1170,FCEQN,104,FCEQN-7429,S,0,A,12/01/2013,2011
1171,FCEQN,143,FCEQN-7493,S,0,A,12/03/2013,2008
1172,FCEQN,147,FCEQN-7494,S,0,A,12/03/2013,2000
1173,FCEQN,101,FCEQN-6946,S,0,A,12/22/2013,2007
1174,FCEQN,147,FCEQN-8144,S,0,A,03/25/2014,2000
1175,FCEQN,172,FCEQN-7521,S,0,A,12/03/2013,2005
1176,FCEQN,143,FCEQN-7552,S,0,A,12/04/2013,2008
1177,FCEQN,172,FCEQN-7386,S,0,A,11/30/2013,2005
1178,FCEQN,102,FCEQN-7696,S,0,A,12/14/2013,2011
1179,FCEQN,172,FCEQN-7689,S,0,A,12/14/2013,2005
1180,FCEQN,101,FCEQN-7481,S,0,A,12/02/2013,2007
1181,FCEQN,147,FCEQN-7684,S,0,A,12/14/2013,2000
1182,FCEQN,102,FCEQN-7463,S,0,A,12/02/2013,2011
1183,FCEQN,170,FCEQN-7679,S,0,A,12/14/2013,2005
1184,FCEQN,101,FCEQN-7456,S,0,A,12/02/2013,2007
1185,FCEQN,172,FCEQN-7501,S,0,A,12/03/2013,2005
1186,FCEQN,172,FCEQN-7421,S,0,A,12/01/2013,2005
1187,FCEQN,102,FCEQN-7981,S,0,A,02/04/2014,2011
1188,FCEQN,172,FCEQN-7378,S,0,A,11/30/2013,2005
1189,FCEQN,104,FCEQN-7644,S,0,A,12/11/2013,2011
1190,FCEQN,147,FCEQN-7608,S,0,A,12/09/2013,2000
1191,FCEQN,170,FCEQN-6251,S,0,A,12/18/2013,2005
1192,FCEQN,104,FCEQN-7400,S,0,A,11/30/2013,2011
1193,FCEQN,102,FCEQN-7855,S,0,A,12/17/2013,2011
