,unidad_academica,nro_inscripcion,sexo,nacionalidad,fecha_nac_alumno,fecha_egr_sec
974,FCEQN,FCEQN-5978,1,1.0,1994,2011
975,FCEQN,FCEQN-5979,1,1.0,1994,2011
976,FCEQN,FCEQN-5980,1,1.0,1994,2011
977,FCEQN,FCEQN-5981,2,1.0,1993,2011
978,FCEQN,FCEQN-5988,2,1.0,1993,2011
979,FCEQN,FCEQN-5989,2,1.0,1990,2011
980,FCEQN,FCEQN-5990,1,1.0,1982,2011
981,FCEQN,FCEQN-5992,1,1.0,1994,2011
982,FCEQN,FCEQN-5997,1,1.0,1993,2011
983,FCEQN,FCEQN-6001,1,1.0,1991,2011
984,FCEQN,FCEQN-6002,2,1.0,1981,2011
985,FCEQN,FCEQN-6003,2,1.0,1993,2011
986,FCEQN,FCEQN-6007,2,1.0,1992,2011
987,FCEQN,FCEQN-6008,2,1.0,1988,2011
988,FCEQN,FCEQN-6009,2,1.0,1994,2011
989,FCEQN,FCEQN-6010,2,1.0,1994,2011
990,FCEQN,FCEQN-6011,2,1.0,1994,2011
991,FCEQN,FCEQN-6012,2,2.0,1993,2011
992,FCEQN,FCEQN-6013,2,1.0,1988,2011
993,FCEQN,FCEQN-6014,1,1.0,1986,2011
994,FCEQN,FCEQN-6015,1,1.0,1994,2011
995,FCEQN,FCEQN-6016,2,1.0,1994,2011
996,FCEQN,FCEQN-6017,2,1.0,1993,2011
997,FCEQN,FCEQN-6018,2,1.0,1993,2011
998,FCEQN,FCEQN-6019,2,1.0,1992,2011
999,FCEQN,FCEQN-6020,2,1.0,1966,2011
1000,FCEQN,FCEQN-6024,2,1.0,1992,2011
1001,FCEQN,FCEQN-6026,2,1.0,1993,2011
1002,FCEQN,FCEQN-6027,2,1.0,1994,2011
1003,FCEQN,FCEQN-6028,2,1.0,1994,2011
1004,FCEQN,FCEQN-6030,2,1.0,1994,2011
1005,FCEQN,FCEQN-6031,2,1.0,1994,2011
1006,FCEQN,FCEQN-6032,1,1.0,1989,2011
1007,FCEQN,FCEQN-6033,1,1.0,1991,2011
1008,FCEQN,FCEQN-6035,1,1.0,1993,2011
1009,FCEQN,FCEQN-6036,2,1.0,1994,2011
1010,FCEQN,FCEQN-6037,2,1.0,1994,2011
1011,FCEQN,FCEQN-6038,2,1.0,1994,2011
1012,FCEQN,FCEQN-6039,1,1.0,1994,2011
1013,FCEQN,FCEQN-6040,1,1.0,1993,2011
1014,FCEQN,FCEQN-6041,1,1.0,1993,2011
1015,FCEQN,FCEQN-6042,2,1.0,1993,2011
1016,FCEQN,FCEQN-6044,2,1.0,1993,2011
1017,FCEQN,FCEQN-6045,2,1.0,1993,2011
1018,FCEQN,FCEQN-6046,2,1.0,1993,2011
1019,FCEQN,FCEQN-6048,2,1.0,1980,2011
1020,FCEQN,FCEQN-6049,2,1.0,1994,2011
1021,FCEQN,FCEQN-6050,1,1.0,1993,2011
1022,FCEQN,FCEQN-6052,2,1.0,1994,2011
1023,FCEQN,FCEQN-6053,1,1.0,1992,2011
1024,FCEQN,FCEQN-6055,2,1.0,1992,2011
1025,FCEQN,FCEQN-6056,2,1.0,1993,2011
1026,FCEQN,FCEQN-6058,1,1.0,1993,2011
1027,FCEQN,FCEQN-6059,2,1.0,1993,2011
1028,FCEQN,FCEQN-6062,2,2.0,1994,2011
1029,FCEQN,FCEQN-6063,1,1.0,1993,2011
1030,FCEQN,FCEQN-6064,1,1.0,1994,2011
1031,FCEQN,FCEQN-6065,1,1.0,1994,2011
1032,FCEQN,FCEQN-6067,1,1.0,1993,2011
1033,FCEQN,FCEQN-6068,1,1.0,1994,2011
1034,FCEQN,FCEQN-6069,1,1.0,1992,2011
1035,FCEQN,FCEQN-6070,1,1.0,1981,2011
1036,FCEQN,FCEQN-6073,2,1.0,1994,2011
1037,FCEQN,FCEQN-6075,2,1.0,1994,2011
1038,FCEQN,FCEQN-6076,2,1.0,1981,2011
1039,FCEQN,FCEQN-6077,2,1.0,1994,2011
1040,FCEQN,FCEQN-6078,2,1.0,1994,2011
1041,FCEQN,FCEQN-6079,1,1.0,1992,2011
1042,FCEQN,FCEQN-6080,1,1.0,1994,2011
1043,FCEQN,FCEQN-6081,1,1.0,1991,2011
1044,FCEQN,FCEQN-6082,2,1.0,1994,2011
1045,FCEQN,FCEQN-6083,2,1.0,1994,2011
1046,FCEQN,FCEQN-6084,2,1.0,1994,2011
1047,FCEQN,FCEQN-6085,2,1.0,1994,2011
1048,FCEQN,FCEQN-6087,1,1.0,1993,2011
1049,FCEQN,FCEQN-6088,2,1.0,1992,2011
1050,FCEQN,FCEQN-6089,2,1.0,1977,2011
1051,FCEQN,FCEQN-6091,2,1.0,1992,2011
1052,FCEQN,FCEQN-6093,2,1.0,1991,2011
1053,FCEQN,FCEQN-6094,1,1.0,1981,2011
1054,FCEQN,FCEQN-6095,1,1.0,1993,2011
1055,FCEQN,FCEQN-6096,2,1.0,1994,2011
1056,FCEQN,FCEQN-6098,1,1.0,1992,2011
1057,FCEQN,FCEQN-6099,1,1.0,1994,2011
1058,FCEQN,FCEQN-6100,2,1.0,1993,2011
1059,FCEQN,FCEQN-6101,1,1.0,1992,2011
1060,FCEQN,FCEQN-6102,2,1.0,1989,2011
1061,FCEQN,FCEQN-6103,2,1.0,1993,2011
1062,FCEQN,FCEQN-6104,1,1.0,1993,2011
1063,FCEQN,FCEQN-6105,2,1.0,1994,2011
1064,FCEQN,FCEQN-6108,2,1.0,1993,2011
1065,FCEQN,FCEQN-6109,1,1.0,1994,2011
1066,FCEQN,FCEQN-6110,1,1.0,1991,2011
1067,FCEQN,FCEQN-6111,2,1.0,1989,2011
1068,FCEQN,FCEQN-6112,1,1.0,1994,2011
1069,FCEQN,FCEQN-6113,2,1.0,1994,2011
1070,FCEQN,FCEQN-6114,2,1.0,1994,2011
1071,FCEQN,FCEQN-6115,1,1.0,1993,2011
1072,FCEQN,FCEQN-6116,1,1.0,1994,2011
1073,FCEQN,FCEQN-6117,1,1.0,1994,2011
1074,FCEQN,FCEQN-6118,1,1.0,1992,2011
1075,FCEQN,FCEQN-6119,2,1.0,1994,2011
1076,FCEQN,FCEQN-6120,1,1.0,1993,2011
1077,FCEQN,FCEQN-6122,1,1.0,1994,2011
1078,FCEQN,FCEQN-6121,1,1.0,1993,2011
1079,FCEQN,FCEQN-6123,2,1.0,1994,2011
1080,FCEQN,FCEQN-6125,1,2.0,1994,2011
1081,FCEQN,FCEQN-6126,1,1.0,1994,2011
1082,FCEQN,FCEQN-6127,2,1.0,1992,2011
1083,FCEQN,FCEQN-6129,2,2.0,1993,2011
1084,FCEQN,FCEQN-6128,1,1.0,1993,2011
1085,FCEQN,FCEQN-6130,1,2.0,1987,2011
1086,FCEQN,FCEQN-6132,1,1.0,1993,2011
1087,FCEQN,FCEQN-6133,1,1.0,1979,2011
1088,FCEQN,FCEQN-6134,1,1.0,1994,2011
1089,FCEQN,FCEQN-6135,1,1.0,1985,2011
1090,FCEQN,FCEQN-6136,1,1.0,1992,2011
1091,FCEQN,FCEQN-6137,2,1.0,1992,2011
1092,FCEQN,FCEQN-6139,1,1.0,1989,2011
1093,FCEQN,FCEQN-6138,1,1.0,1994,2011
1094,FCEQN,FCEQN-6140,2,1.0,1994,2011
1095,FCEQN,FCEQN-6141,1,1.0,1993,2011
1096,FCEQN,FCEQN-6142,2,1.0,1978,2011
1097,FCEQN,FCEQN-6143,1,1.0,1990,2011
1098,FCEQN,FCEQN-6144,1,1.0,1985,2011
1099,FCEQN,FCEQN-6146,2,1.0,1989,2011
1100,FCEQN,FCEQN-6145,1,1.0,1993,2011
1101,FCEQN,FCEQN-6147,2,1.0,1986,2011
1102,FCEQN,FCEQN-6148,2,1.0,1993,2011
1103,FCEQN,FCEQN-6149,2,1.0,1993,2011
1104,FCEQN,FCEQN-6150,2,1.0,1988,2011
1105,FCEQN,FCEQN-6151,2,1.0,1994,2011
1106,FCEQN,FCEQN-6153,2,1.0,1984,2011
1107,FCEQN,FCEQN-6154,1,1.0,1992,2011
1108,FCEQN,FCEQN-6157,1,1.0,1984,2011
1109,FCEQN,FCEQN-6158,1,1.0,1994,2011
1110,FCEQN,FCEQN-6160,2,1.0,1990,2011
1111,FCEQN,FCEQN-6162,2,2.0,1993,2011
1112,FCEQN,FCEQN-6163,2,1.0,1993,2011
1113,FCEQN,FCEQN-6165,1,1.0,1993,2011
1114,FCEQN,FCEQN-6166,2,1.0,1992,2011
1115,FCEQN,FCEQN-6167,1,1.0,1991,2011
1116,FCEQN,FCEQN-6168,2,1.0,1994,2011
1117,FCEQN,FCEQN-6169,1,1.0,1993,2011
1118,FCEQN,FCEQN-6170,2,1.0,1994,2011
1119,FCEQN,FCEQN-6171,2,1.0,1982,2011
1120,FCEQN,FCEQN-6172,2,1.0,1994,2011
1121,FCEQN,FCEQN-6174,2,1.0,1992,2011
1122,FCEQN,FCEQN-6177,2,1.0,1993,2011
1123,FCEQN,FCEQN-6180,2,1.0,1992,2011
1124,FCEQN,FCEQN-6181,2,1.0,1994,2011
1125,FCEQN,FCEQN-6183,2,1.0,1973,2011
1126,FCEQN,FCEQN-6184,1,1.0,1993,2011
1127,FCEQN,FCEQN-6185,2,1.0,1994,2011
1128,FCEQN,FCEQN-6186,2,1.0,1984,2011
1129,FCEQN,FCEQN-6187,2,1.0,1993,2011
1130,FCEQN,FCEQN-6188,1,1.0,1994,2011
1131,FCEQN,FCEQN-6189,2,1.0,1991,2011
1132,FCEQN,FCEQN-6190,2,1.0,1993,2011
1133,FCEQN,FCEQN-6192,2,1.0,1994,2011
1134,FCEQN,FCEQN-6191,1,1.0,1993,2011
1135,FCEQN,FCEQN-6193,2,1.0,1994,2011
1136,FCEQN,FCEQN-6194,1,1.0,1993,2011
1137,FCEQN,FCEQN-6195,1,1.0,1993,2011
1138,FCEQN,FCEQN-6197,1,1.0,1991,2011
1139,FCEQN,FCEQN-6198,1,1.0,1993,2011
1140,FCEQN,FCEQN-6200,1,1.0,1994,2011
1141,FCEQN,FCEQN-6201,2,1.0,1994,2011
1142,FCEQN,FCEQN-6202,2,1.0,1990,2011
1143,FCEQN,FCEQN-6203,2,1.0,1994,2011
1144,FCEQN,FCEQN-6205,1,1.0,1989,2011
1145,FCEQN,FCEQN-6206,1,1.0,1993,2011
1146,FCEQN,FCEQN-6208,1,1.0,1994,2011
1147,FCEQN,FCEQN-6209,1,1.0,1991,2011
1148,FCEQN,FCEQN-6210,1,1.0,1993,2011
1149,FCEQN,FCEQN-6211,1,1.0,1987,2011
1150,FCEQN,FCEQN-6212,2,1.0,1991,2011
1151,FCEQN,FCEQN-6214,2,1.0,1993,2011
1152,FCEQN,FCEQN-6215,1,1.0,1993,2011
1153,FCEQN,FCEQN-6216,1,1.0,1993,2011
1154,FCEQN,FCEQN-6217,1,1.0,1992,2011
1155,FCEQN,FCEQN-6218,1,1.0,1991,2009
1156,FCEQN,FCEQN-6219,1,1.0,1988,2011
1157,FCEQN,FCEQN-6223,1,1.0,1991,2011
1158,FCEQN,FCEQN-6226,1,1.0,1992,2011
1159,FCEQN,FCEQN-6228,1,1.0,1989,2011
1160,FCEQN,FCEQN-6229,1,1.0,1993,2011
1161,FCEQN,FCEQN-6231,1,1.0,1993,2011
1162,FCEQN,FCEQN-6233,1,1.0,1991,2011
1163,FCEQN,FCEQN-6236,1,1.0,1994,2011
1164,FCEQN,FCEQN-6238,1,1.0,1988,2011
1165,FCEQN,FCEQN-6239,1,1.0,1985,2011
1166,FCEQN,FCEQN-6240,2,1.0,1994,2011
1167,FCEQN,FCEQN-6241,1,1.0,1992,2011
1168,FCEQN,FCEQN-6242,1,1.0,1994,2011
1169,FCEQN,FCEQN-6243,1,1.0,1993,2011
1170,FCEQN,FCEQN-6244,2,1.0,1993,2011
1171,FCEQN,FCEQN-6246,2,1.0,1993,2011
1172,FCEQN,FCEQN-6249,2,1.0,1994,2011
1173,FCEQN,FCEQN-6251,1,1.0,1994,2011
1174,FCEQN,FCEQN-6253,2,1.0,1993,2011
1175,FCEQN,FCEQN-6254,2,1.0,1981,2011
1176,FCEQN,FCEQN-6255,2,1.0,1991,2011
1177,FCEQN,FCEQN-6256,2,1.0,1993,2011
1178,FCEQN,FCEQN-6257,2,1.0,1993,2011
1179,FCEQN,FCEQN-6258,2,1.0,1993,2011
1180,FCEQN,FCEQN-6259,1,1.0,1993,2011
1181,FCEQN,FCEQN-6261,1,1.0,1992,2011
1182,FCEQN,FCEQN-6262,1,1.0,1989,2011
1183,FCEQN,FCEQN-6263,1,1.0,1994,2011
1184,FCEQN,FCEQN-6264,1,1.0,1993,2011
1185,FCEQN,FCEQN-6265,1,1.0,1994,2011
1186,FCEQN,FCEQN-6266,1,1.0,1993,2011
1187,FCEQN,FCEQN-6267,1,1.0,1994,2011
1188,FCEQN,FCEQN-6268,1,1.0,1992,2011
1189,FCEQN,FCEQN-6269,1,1.0,1992,2011
1190,FCEQN,FCEQN-6272,1,1.0,1991,2011
1191,FCEQN,FCEQN-6273,1,1.0,1994,2011
1192,FCEQN,FCEQN-6274,1,1.0,1994,2011
1193,FCEQN,FCEQN-6275,1,1.0,1993,2011
1194,FCEQN,FCEQN-6277,1,1.0,1993,2011
1195,FCEQN,FCEQN-6278,1,1.0,1993,2011
1196,FCEQN,FCEQN-6279,1,1.0,1992,2011
1197,FCEQN,FCEQN-6281,1,1.0,1993,2011
1198,FCEQN,FCEQN-6282,1,1.0,1994,2011
1199,FCEQN,FCEQN-6283,1,1.0,1993,2011
1200,FCEQN,FCEQN-6284,1,1.0,1993,2011
1201,FCEQN,FCEQN-6287,1,1.0,1994,2011
1202,FCEQN,FCEQN-6289,1,1.0,1992,2011
1203,FCEQN,FCEQN-6290,1,1.0,1991,2011
1204,FCEQN,FCEQN-6292,2,1.0,1994,2011
1205,FCEQN,FCEQN-6293,1,1.0,1993,2011
1206,FCEQN,FCEQN-6294,2,1.0,1994,2011
1207,FCEQN,FCEQN-6296,1,1.0,1983,2011
1208,FCEQN,FCEQN-6297,1,1.0,1993,2011
1209,FCEQN,FCEQN-6298,1,1.0,1991,2011
1210,FCEQN,FCEQN-6299,1,1.0,1994,2011
1211,FCEQN,FCEQN-6300,1,1.0,1982,2011
1212,FCEQN,FCEQN-6301,1,1.0,1992,2011
1213,FCEQN,FCEQN-6302,2,1.0,1983,2011
1214,FCEQN,FCEQN-6303,1,1.0,1960,2011
1215,FCEQN,FCEQN-6304,1,1.0,1984,2011
1216,FCEQN,FCEQN-6306,1,1.0,1901,2011
1217,FCEQN,FCEQN-6307,1,1.0,1990,2011
1218,FCEQN,FCEQN-6308,1,1.0,1983,2011
1219,FCEQN,FCEQN-6309,1,1.0,1988,2011
1220,FCEQN,FCEQN-5825,2,1.0,1993,2011
1221,FCEQN,FCEQN-6310,2,1.0,1992,2009
1222,FCEQN,FCEQN-6311,2,3.0,1993,2011
1223,FCEQN,FCEQN-6314,1,1.0,1991,2011
1224,FCEQN,FCEQN-6315,1,1.0,1994,2011
1225,FCEQN,FCEQN-6316,2,1.0,1992,2011
1226,FCEQN,FCEQN-6318,2,1.0,1965,1982
1227,FCEQN,FCEQN-6321,1,1.0,1991,2009
1228,FCEQN,FCEQN-6323,1,1.0,1991,2011
1229,FCEQN,FCEQN-6324,2,3.0,1987,2011
1230,FCEQN,FCEQN-6325,2,1.0,1983,2011
1231,FCEQN,FCEQN-6328,1,1.0,1993,2011
1232,FCEQN,FCEQN-6330,1,1.0,1993,2011
1233,FCEQN,FCEQN-6331,1,1.0,1993,2011
1234,FCEQN,FCEQN-6332,1,1.0,1990,2011
1235,FCEQN,FCEQN-6334,1,1.0,1991,2011
1236,FCEQN,FCEQN-6335,1,1.0,1991,2011
1237,FCEQN,FCEQN-6336,1,3.0,1988,2011
1238,FCEQN,FCEQN-6337,1,1.0,1992,2011
1239,FCEQN,FCEQN-6341,1,1.0,1993,2011
1240,FCEQN,FCEQN-6342,1,1.0,1986,2011
1241,FCEQN,FCEQN-6344,1,1.0,1992,2011
1242,FCEQN,FCEQN-6345,1,1.0,1993,2011
1243,FCEQN,FCEQN-6346,1,1.0,1990,2011
1244,FCEQN,FCEQN-6347,1,1.0,1994,2011
1245,FCEQN,FCEQN-6349,2,1.0,1992,2011
1246,FCEQN,FCEQN-6351,1,1.0,1993,2011
1247,FCEQN,FCEQN-6352,1,1.0,1993,2011
1248,FCEQN,FCEQN-6353,1,1.0,1993,2011
1249,FCEQN,FCEQN-6354,1,1.0,1979,2011
1250,FCEQN,FCEQN-6355,2,2.0,1992,2011
1251,FCEQN,FCEQN-6357,1,2.0,1993,2011
1252,FCEQN,FCEQN-6358,1,1.0,1993,2011
1253,FCEQN,FCEQN-6359,1,1.0,1991,2011
1254,FCEQN,FCEQN-6360,1,1.0,1994,2011
1255,FCEQN,FCEQN-6361,1,1.0,1992,2011
1256,FCEQN,FCEQN-6362,1,1.0,1992,2011
1257,FCEQN,FCEQN-6363,1,1.0,1994,2011
1258,FCEQN,FCEQN-6365,1,1.0,1993,2011
1259,FCEQN,FCEQN-6367,1,1.0,1993,2011
1260,FCEQN,FCEQN-6368,1,1.0,1994,2011
1261,FCEQN,FCEQN-6369,1,1.0,1992,2011
1262,FCEQN,FCEQN-6371,1,1.0,1989,2011
1263,FCEQN,FCEQN-6374,1,1.0,1994,2011
1264,FCEQN,FCEQN-6375,1,1.0,1987,2011
1265,FCEQN,FCEQN-6378,2,1.0,1992,2011
1266,FCEQN,FCEQN-6379,2,1.0,1993,2011
1267,FCEQN,FCEQN-6380,2,1.0,1993,2011
1268,FCEQN,FCEQN-6381,1,1.0,1992,2011
1269,FCEQN,FCEQN-6382,1,1.0,1993,2011
1270,FCEQN,FCEQN-6383,1,1.0,1994,2011
1271,FCEQN,FCEQN-6384,1,1.0,1993,2011
1272,FCEQN,FCEQN-6385,1,1.0,1994,2011
1273,FCEQN,FCEQN-6386,1,1.0,1994,2011
1274,FCEQN,FCEQN-6387,1,1.0,1990,2011
1275,FCEQN,FCEQN-6388,1,1.0,1993,2011
1276,FCEQN,FCEQN-6389,1,1.0,1992,2011
1277,FCEQN,FCEQN-6390,1,1.0,1993,2011
1278,FCEQN,FCEQN-6391,2,1.0,1993,2011
1279,FCEQN,FCEQN-6392,1,1.0,1985,2011
1280,FCEQN,FCEQN-6395,1,1.0,1984,2011
1281,FCEQN,FCEQN-6396,1,1.0,1975,2011
1282,FCEQN,FCEQN-6398,1,1.0,1991,2011
1283,FCEQN,FCEQN-6399,1,1.0,1992,2011
1284,FCEQN,FCEQN-6400,1,1.0,1992,2011
1285,FCEQN,FCEQN-6401,1,1.0,1994,2011
1286,FCEQN,FCEQN-6402,1,1.0,1986,2011
1287,FCEQN,FCEQN-6404,1,1.0,1990,2008
1288,FCEQN,FCEQN-6405,2,1.0,1993,2011
1289,FCEQN,FCEQN-6406,2,1.0,1992,2011
1290,FCEQN,FCEQN-6407,1,1.0,1990,2011
1291,FCEQN,FCEQN-6410,1,1.0,1993,2011
1292,FCEQN,FCEQN-6411,2,1.0,1993,2011
1293,FCEQN,FCEQN-6412,2,1.0,1992,2011
1294,FCEQN,FCEQN-6413,1,1.0,1993,2011
1295,FCEQN,FCEQN-6414,1,1.0,1994,2011
1296,FCEQN,FCEQN-6415,2,1.0,1993,2011
1297,FCEQN,FCEQN-6416,1,1.0,1989,2008
1298,FCEQN,FCEQN-6295,1,1.0,1993,2011
1299,FCEQN,FCEQN-2623,2,1.0,1989,2011
1300,FCEQN,FCEQN-6417,1,2.0,1992,2011
1301,FCEQN,FCEQN-6418,1,1.0,1987,2011
1302,FCEQN,FCEQN-6419,1,1.0,1992,2011
1303,FCEQN,FCEQN-6421,1,1.0,1981,2011
1304,FCEQN,FCEQN-6422,1,1.0,1978,2011
1305,FCEQN,FCEQN-6423,2,1.0,1991,2011
1306,FCEQN,FCEQN-6424,1,1.0,1991,2008
1307,FCEQN,FCEQN-6425,1,1.0,1989,2006
1308,FCEQN,FCEQN-6427,1,1.0,1994,2011
1309,FCEQN,FCEQN-6428,2,1.0,1988,2011
1310,FCEQN,FCEQN-6034,2,1.0,1993,2011
1311,FCEQN,FCEQN-6429,2,1.0,1984,2011
1312,FCEQN,FCEQN-6430,1,1.0,1994,2011
1313,FCEQN,FCEQN-6431,1,1.0,1991,2011
1314,FCEQN,FCEQN-6432,1,1.0,1985,2011
1315,FCEQN,FCEQN-6029,2,2.0,1991,2011
1316,FCEQN,FCEQN-6444,2,1.0,1990,2011
1317,FCEQN,FCEQN-6061,1,1.0,1994,2011
1318,FCEQN,FCEQN-5986,1,1.0,1993,2011
1319,FCEQN,FCEQN-5998,2,1.0,1969,2011
1320,FCEQN,FCEQN-6252,2,1.0,1993,2011
1321,FCEQN,FCEQN-5993,2,1.0,1993,2011
1322,FCEQN,FCEQN-5969,2,1.0,1993,2011
1323,FCEQN,FCEQN-6072,1,1.0,1993,2011
1324,FCEQN,FCEQN-6370,1,1.0,1993,2011
1325,FCEQN,FCEQN-6224,2,1.0,1994,2011
1326,FCEQN,FCEQN-6090,2,1.0,1993,2011
1327,FCEQN,FCEQN-6086,2,1.0,1993,2011
1328,FCEQN,FCEQN-6445,2,1.0,1993,2011
1329,FCEQN,FCEQN-6237,1,1.0,1994,2011
1330,FCEQN,FCEQN-6446,1,2.0,1988,2011
1331,FCEQN,FCEQN-5843,2,1.0,1983,2011
1332,FCEQN,FCEQN-6131,2,1.0,1993,2011
1333,FCEQN,FCEQN-5996,2,1.0,1994,2011
1334,FCEQN,FCEQN-5838,1,1.0,1992,2011
1335,FCEQN,FCEQN-6025,2,1.0,1994,2011
1336,FCEQN,FCEQN-5930,2,1.0,1994,2011
1337,FCEQN,FCEQN-6004,1,1.0,1989,2011
1338,FCEQN,FCEQN-6447,1,1.0,1994,2011
1339,FCEQN,FCEQN-6178,2,1.0,1992,2011
1340,FCEQN,FCEQN-6179,2,1.0,1992,2011
1341,FCEQN,FCEQN-6071,2,1.0,1994,2011
1342,FCEQN,FCEQN-6051,1,1.0,1993,2011
1343,FCEQN,FCEQN-6448,1,1.0,1989,2007
1344,FCEQN,FCEQN-5956,2,1.0,1994,2011
1345,FCEQN,FCEQN-5854,2,1.0,1993,2011
1346,FCEQN,FCEQN-6159,2,1.0,1994,2011
1347,FCEQN,FCEQN-6455,1,1.0,1992,2011
1348,FCEQN,FCEQN-6366,1,1.0,1990,2011
1349,FCEQN,FCEQN-6199,1,2.0,1993,2011
1350,FCEQN,FCEQN-6458,1,1.0,1990,2011
1351,FCEQN,FCEQN-6097,2,1.0,1993,2011
1352,FCEQN,FCEQN-6227,2,1.0,1993,2011
1353,FCEQN,FCEQN-6312,2,3.0,1992,2011
1354,FCEQN,FCEQN-6250,2,1.0,1993,2011
1355,FCEQN,FCEQN-6221,1,1.0,1977,2011
1356,FCEQN,FCEQN-5933,1,1.0,1992,2011
1357,FCEQN,FCEQN-5855,2,1.0,1994,2011
1358,FCEQN,FCEQN-6234,2,1.0,1993,2011
1359,FCEQN,FCEQN-5973,2,1.0,1994,2011
1360,FCEQN,FCEQN-6047,2,2.0,1993,2011
1361,FCEQN,FCEQN-6409,1,1.0,1993,2011
1362,FCEQN,FCEQN-5985,2,2.0,1994,2011
1363,FCEQN,FCEQN-6339,1,1.0,1992,2009
1364,FCEQN,FCEQN-6464,1,1.0,1991,2011
1365,FCEQN,FCEQN-6465,1,1.0,1993,2011
1366,FCEQN,FCEQN-6247,2,1.0,1991,2010
1367,FCEQN,FCEQN-6235,2,1.0,1994,2011
1368,FCEQN,FCEQN-6461,1,1.0,1993,2011
1369,FCEQN,FCEQN-6468,2,1.0,1994,2011
1370,FCEQN,FCEQN-6469,2,1.0,1994,2011
1371,FCEQN,FCEQN-6470,1,1.0,1993,2011
1372,FCEQN,FCEQN-5963,2,1.0,1993,2011
1373,FCEQN,FCEQN-6230,2,1.0,1994,2011
1374,FCEQN,FCEQN-5736,2,1.0,1991,2011
1375,FCEQN,FCEQN-6225,2,1.0,1993,2011
1376,FCEQN,FCEQN-5751,1,1.0,1992,2011
1377,FCEQN,FCEQN-6161,2,1.0,1993,2011
1378,FCEQN,FCEQN-6350,1,1.0,1993,2011
1379,FCEQN,FCEQN-6472,2,1.0,1993,2011
1380,FCEQN,FCEQN-6474,2,1.0,1993,2011
1381,FCEQN,FCEQN-6475,1,1.0,1991,2011
1382,FCEQN,FCEQN-5435,1,1.0,1992,2011
1383,FCEQN,FCEQN-6476,1,1.0,1994,2011
1384,FCEQN,FCEQN-6182,2,1.0,1993,2011
1385,FCEQN,FCEQN-5848,2,1.0,1994,2011
1386,FCEQN,FCEQN-6477,1,1.0,1992,2011
1387,FCEQN,FCEQN-6479,1,1.0,1924,1985
1388,FCEQN,FCEQN-6155,2,1.0,1991,2011
1389,FCEQN,FCEQN-6043,2,1.0,1993,2011
1390,FCEQN,FCEQN-6473,1,1.0,1993,2011
1391,FCEQN,FCEQN-6376,1,1.0,1993,2010
1392,FCEQN,FCEQN-6023,2,1.0,1994,2011
1393,FCEQN,FCEQN-6480,1,1.0,1994,2011
1394,FCEQN,FCEQN-6176,2,1.0,1994,2011
1395,FCEQN,FCEQN-6482,2,1.0,1993,2011
1396,FCEQN,FCEQN-6484,2,1.0,1993,2011
1397,FCEQN,FCEQN-6485,2,1.0,1991,2011
1398,FCEQN,FCEQN-6340,1,1.0,1994,2011
1399,FCEQN,FCEQN-6486,2,1.0,1988,2011
1400,FCEQN,FCEQN-6487,1,1.0,1992,2011
1401,FCEQN,FCEQN-6222,2,3.0,1993,2011
1402,FCEQN,FCEQN-6488,1,1.0,1993,2010
1403,FCEQN,FCEQN-6124,1,1.0,1993,2011
1404,FCEQN,FCEQN-6021,2,1.0,1994,2011
1405,FCEQN,FCEQN-5999,2,1.0,1993,2011
1406,FCEQN,FCEQN-1758,2,1.0,1988,2005
1407,FCEQN,FCEQN-6426,1,1.0,1983,2000
1408,FCEQN,FCEQN-6248,2,1.0,1994,2011
1409,FCEQN,FCEQN-6054,2,1.0,1994,2011
1410,FCEQN,FCEQN-6326,1,1.0,1994,2011
1411,FCEQN,FCEQN-6327,2,1.0,1994,2011
1412,FCEQN,FCEQN-4595,2,1.0,1991,2011
1413,FCEQN,FCEQN-4916,1,1.0,1991,2011
1414,FCEQN,FCEQN-6471,1,1.0,1994,2011
1415,FCEQN,FCEQN-6356,2,1.0,1994,2011
1416,FCEQN,FCEQN-5821,2,1.0,1994,2011
1417,FCEQN,FCEQN-3585,2,1.0,1989,2011
1418,FCEQN,FCEQN-5847,1,1.0,1994,2011
1419,FCEQN,FCEQN-1524,2,1.0,1988,2005
1420,FCEQN,FCEQN-4802,2,1.0,1992,2011
1421,FCEQN,FCEQN-5871,1,1.0,1994,2011
1422,FCEQN,FCEQN-6074,2,1.0,1994,2011
1423,FCEQN,FCEQN-5646,2,1.0,1993,2011
1424,FCEQN,FCEQN-4512,1,1.0,1990,2007
1425,FCEQN,FCEQN-5213,1,1.0,1991,2011
1426,FCEQN,FCEQN-5223,1,1.0,1992,2010
1427,FCEQN,FCEQN-4628,1,1.0,1991,2011
1428,FCEQN,FCEQN-4851,2,1.0,1991,2011
1429,FCEQN,FCEQN-3460,2,1.0,1986,2011
1430,FCEQN,FCEQN-4506,1,1.0,1991,2011
1431,FCEQN,FCEQN-5136,1,1.0,1991,2011
1432,FCEQN,FCEQN-5548,1,1.0,1993,2011
1433,FCEQN,FCEQN-5826,1,1.0,1994,2011
1434,FCEQN,FCEQN-6164,2,1.0,1992,2011
1435,FCEQN,FCEQN-6394,2,1.0,1994,2011
1436,FCEQN,FCEQN-6403,2,1.0,1993,2011
1437,FCEQN,FCEQN-6481,1,1.0,1985,2011
1438,FCEQN,FCEQN-3469,2,1.0,1989,2011
