,ua,insc,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres
793,FCEQN,FCEQN-5956,1.0,NC,-1.0,-1,-1.0
794,FCEQN,FCEQN-5957,1.0,NC,-1.0,-1,1.0
795,FCEQN,FCEQN-5960,1.0,NC,-1.0,-1,-1.0
796,FCEQN,FCEQN-5961,1.0,NC,-1.0,-1,1.0
797,FCEQN,FCEQN-5964,1.0,NC,-1.0,-1,-1.0
798,FCEQN,FCEQN-5966,1.0,NC,-1.0,-1,-1.0
799,FCEQN,FCEQN-5968,1.0,NC,-1.0,-1,-1.0
800,FCEQN,FCEQN-5971,1.0,NC,-1.0,-1,1.0
801,FCEQN,FCEQN-5973,1.0,NC,-1.0,-1,-1.0
802,FCEQN,FCEQN-5975,1.0,NC,-1.0,-1,1.0
803,FCEQN,FCEQN-5977,1.0,NC,2.0,-1,1.0
804,FCEQN,FCEQN-5979,1.0,NC,-1.0,-1,1.0
805,FCEQN,FCEQN-5980,1.0,NC,-1.0,-1,1.0
806,FCEQN,FCEQN-5989,1.0,NC,-1.0,-1,-1.0
807,FCEQN,FCEQN-5990,1.0,NC,-1.0,-1,-1.0
808,FCEQN,FCEQN-5991,1.0,NC,-1.0,-1,1.0
809,FCEQN,FCEQN-5992,1.0,NC,-1.0,-1,1.0
810,FCEQN,FCEQN-5993,1.0,NC,-1.0,-1,-1.0
811,FCEQN,FCEQN-5994,1.0,NC,-1.0,-1,1.0
812,FCEQN,FCEQN-6000,1.0,NC,-1.0,-1,-1.0
813,FCEQN,FCEQN-6001,1.0,NC,-1.0,-1,-1.0
814,FCEQN,FCEQN-6002,1.0,NC,-1.0,-1,1.0
815,FCEQN,FCEQN-6003,1.0,NC,-1.0,-1,1.0
816,FCEQN,FCEQN-6007,1.0,NC,-1.0,-1,1.0
817,FCEQN,FCEQN-6008,1.0,NC,-1.0,-1,-1.0
818,FCEQN,FCEQN-5608,1.0,NC,4.0,3,5.0
819,FCEQN,FCEQN-6012,1.0,NC,2.0,-1,1.0
820,FCEQN,FCEQN-6014,1.0,NC,-1.0,-1,-1.0
821,FCEQN,FCEQN-6015,1.0,NC,-1.0,-1,-1.0
822,FCEQN,FCEQN-6016,1.0,NC,-1.0,-1,1.0
823,FCEQN,FCEQN-6017,1.0,NC,-1.0,-1,-1.0
824,FCEQN,FCEQN-6019,1.0,NC,-1.0,-1,1.0
825,FCEQN,FCEQN-6020,2.0,NC,-1.0,-1,1.0
826,FCEQN,FCEQN-6023,1.0,NC,-1.0,-1,-1.0
827,FCEQN,FCEQN-6024,1.0,NC,-1.0,-1,-1.0
828,FCEQN,FCEQN-6026,1.0,NC,-1.0,-1,1.0
829,FCEQN,FCEQN-6030,1.0,NC,-1.0,-1,-1.0
830,FCEQN,FCEQN-6032,1.0,NC,-1.0,-1,1.0
831,FCEQN,FCEQN-6033,1.0,NC,-1.0,-1,1.0
832,FCEQN,FCEQN-6037,1.0,NC,-1.0,-1,-1.0
833,FCEQN,FCEQN-6039,1.0,NC,-1.0,-1,1.0
834,FCEQN,FCEQN-6041,1.0,NC,-1.0,-1,-1.0
835,FCEQN,FCEQN-6042,1.0,NC,-1.0,-1,-1.0
836,FCEQN,FCEQN-6043,1.0,NC,-1.0,-1,-1.0
837,FCEQN,FCEQN-6044,1.0,NC,-1.0,-1,-1.0
838,FCEQN,FCEQN-6046,1.0,NC,-1.0,-1,-1.0
839,FCEQN,FCEQN-6048,1.0,NC,-1.0,-1,-1.0
840,FCEQN,FCEQN-6049,1.0,NC,-1.0,-1,-1.0
841,FCEQN,FCEQN-6052,1.0,NC,-1.0,-1,-1.0
842,FCEQN,FCEQN-6055,1.0,NC,-1.0,-1,1.0
843,FCEQN,FCEQN-6057,1.0,NC,-1.0,-1,1.0
844,FCEQN,FCEQN-6058,1.0,NC,-1.0,-1,1.0
845,FCEQN,FCEQN-6061,1.0,NC,-1.0,-1,-1.0
846,FCEQN,FCEQN-6065,1.0,NC,-1.0,-1,-1.0
847,FCEQN,FCEQN-6066,1.0,NC,-1.0,-1,-1.0
848,FCEQN,FCEQN-6069,1.0,NC,-1.0,4,4.0
849,FCEQN,FCEQN-6071,1.0,NC,-1.0,-1,1.0
850,FCEQN,FCEQN-6073,1.0,NC,-1.0,-1,-1.0
851,FCEQN,FCEQN-6076,1.0,NC,-1.0,-1,-1.0
852,FCEQN,FCEQN-6078,1.0,NC,-1.0,-1,-1.0
853,FCEQN,FCEQN-6081,1.0,NC,-1.0,-1,-1.0
854,FCEQN,FCEQN-6082,1.0,NC,-1.0,-1,1.0
855,FCEQN,FCEQN-6083,1.0,NC,-1.0,-1,-1.0
856,FCEQN,FCEQN-6087,1.0,NC,-1.0,-1,1.0
857,FCEQN,FCEQN-6088,1.0,NC,-1.0,-1,-1.0
858,FCEQN,FCEQN-6090,1.0,NC,-1.0,-1,-1.0
859,FCEQN,FCEQN-6091,1.0,NC,-1.0,-1,-1.0
860,FCEQN,FCEQN-6093,1.0,NC,-1.0,-1,-1.0
861,FCEQN,FCEQN-6094,1.0,NC,-1.0,-1,1.0
862,FCEQN,FCEQN-6095,1.0,NC,-1.0,-1,-1.0
863,FCEQN,FCEQN-6097,6.0,NC,-1.0,-1,1.0
864,FCEQN,FCEQN-6098,1.0,NC,-1.0,-1,-1.0
865,FCEQN,FCEQN-6101,1.0,NC,-1.0,-1,-1.0
866,FCEQN,FCEQN-6102,1.0,NC,-1.0,-1,-1.0
867,FCEQN,FCEQN-6105,1.0,NC,-1.0,-1,1.0
868,FCEQN,FCEQN-6106,1.0,NC,-1.0,-1,-1.0
869,FCEQN,FCEQN-6108,1.0,NC,-1.0,-1,-1.0
870,FCEQN,FCEQN-6109,1.0,NC,-1.0,-1,1.0
871,FCEQN,FCEQN-6110,1.0,NC,-1.0,-1,-1.0
872,FCEQN,FCEQN-6111,1.0,NC,-1.0,-1,-1.0
873,FCEQN,FCEQN-6114,1.0,NC,-1.0,-1,1.0
874,FCEQN,FCEQN-2647,1.0,NC,4.0,-1,-1.0
875,FCEQN,FCEQN-6115,1.0,NC,-1.0,4,5.0
876,FCEQN,FCEQN-6118,1.0,NC,-1.0,-1,-1.0
877,FCEQN,FCEQN-6119,1.0,NC,-1.0,-1,1.0
878,FCEQN,FCEQN-6122,1.0,NC,-1.0,-1,1.0
879,FCEQN,FCEQN-6127,1.0,NC,-1.0,-1,1.0
880,FCEQN,FCEQN-6130,1.0,NC,-1.0,-1,-1.0
881,FCEQN,FCEQN-6133,1.0,NC,-1.0,-1,-1.0
882,FCEQN,FCEQN-6135,1.0,NC,-1.0,4,1.0
883,FCEQN,FCEQN-6139,1.0,NC,-1.0,-1,-1.0
884,FCEQN,FCEQN-6138,1.0,NC,-1.0,-1,-1.0
885,FCEQN,FCEQN-6140,1.0,NC,-1.0,-1,1.0
886,FCEQN,FCEQN-6141,1.0,NC,-1.0,-1,-1.0
887,FCEQN,FCEQN-6142,1.0,NC,-1.0,-1,-1.0
888,FCEQN,FCEQN-6143,1.0,NC,-1.0,4,2.0
889,FCEQN,FCEQN-6144,1.0,NC,-1.0,-1,-1.0
890,FCEQN,FCEQN-6146,1.0,NC,-1.0,-1,-1.0
891,FCEQN,FCEQN-6147,1.0,NC,-1.0,-1,1.0
892,FCEQN,FCEQN-6151,1.0,NC,-1.0,-1,-1.0
893,FCEQN,FCEQN-6153,1.0,NC,-1.0,-1,-1.0
894,FCEQN,FCEQN-6155,1.0,NC,-1.0,-1,1.0
895,FCEQN,FCEQN-6157,1.0,NC,-1.0,-1,1.0
896,FCEQN,FCEQN-6158,1.0,NC,-1.0,-1,-1.0
897,FCEQN,FCEQN-6159,1.0,NC,-1.0,-1,1.0
898,FCEQN,FCEQN-6160,1.0,NC,-1.0,-1,-1.0
899,FCEQN,FCEQN-6163,1.0,NC,-1.0,-1,-1.0
900,FCEQN,FCEQN-6165,1.0,NC,-1.0,-1,1.0
901,FCEQN,FCEQN-6166,1.0,NC,-1.0,-1,-1.0
902,FCEQN,FCEQN-6167,1.0,NC,-1.0,-1,-1.0
903,FCEQN,FCEQN-6168,1.0,NC,-1.0,-1,1.0
904,FCEQN,FCEQN-6169,1.0,NC,-1.0,-1,1.0
905,FCEQN,FCEQN-6170,1.0,NC,-1.0,-1,-1.0
906,FCEQN,FCEQN-6171,1.0,NC,-1.0,-1,1.0
907,FCEQN,FCEQN-6173,1.0,NC,1.0,-1,1.0
908,FCEQN,FCEQN-6175,1.0,NC,-1.0,4,2.0
909,FCEQN,FCEQN-6176,1.0,NC,-1.0,-1,-1.0
910,FCEQN,FCEQN-6177,1.0,NC,-1.0,-1,1.0
911,FCEQN,FCEQN-6183,1.0,NC,-1.0,-1,-1.0
912,FCEQN,FCEQN-6184,1.0,NC,-1.0,-1,-1.0
913,FCEQN,FCEQN-6185,1.0,NC,-1.0,-1,-1.0
914,FCEQN,FCEQN-6186,1.0,NC,-1.0,-1,-1.0
915,FCEQN,FCEQN-6187,1.0,NC,-1.0,-1,1.0
916,FCEQN,FCEQN-6189,1.0,NC,-1.0,-1,-1.0
917,FCEQN,FCEQN-6193,1.0,NC,-1.0,-1,1.0
918,FCEQN,FCEQN-6196,1.0,NC,-1.0,-1,-1.0
919,FCEQN,FCEQN-6197,1.0,NC,-1.0,-1,-1.0
920,FCEQN,FCEQN-6198,1.0,NC,-1.0,-1,-1.0
921,FCEQN,FCEQN-6200,1.0,NC,-1.0,-1,-1.0
922,FCEQN,FCEQN-6201,1.0,NC,-1.0,-1,1.0
923,FCEQN,FCEQN-6202,1.0,NC,-1.0,-1,-1.0
924,FCEQN,FCEQN-6203,1.0,NC,-1.0,-1,-1.0
925,FCEQN,FCEQN-6209,1.0,NC,-1.0,-1,-1.0
926,FCEQN,FCEQN-6211,1.0,NC,-1.0,-1,-1.0
927,FCEQN,FCEQN-6212,1.0,NC,-1.0,-1,-1.0
928,FCEQN,FCEQN-6213,1.0,NC,1.0,-1,-1.0
929,FCEQN,FCEQN-6214,1.0,NC,-1.0,-1,1.0
930,FCEQN,FCEQN-6215,1.0,NC,-1.0,-1,-1.0
931,FCEQN,FCEQN-6216,1.0,NC,-1.0,-1,-1.0
932,FCEQN,FCEQN-6219,1.0,NC,-1.0,-1,1.0
933,FCEQN,FCEQN-6220,1.0,NC,1.0,-1,-1.0
934,FCEQN,FCEQN-6225,1.0,NC,-1.0,-1,1.0
935,FCEQN,FCEQN-6226,1.0,NC,-1.0,-1,-1.0
936,FCEQN,FCEQN-6228,1.0,NC,-1.0,-1,-1.0
937,FCEQN,FCEQN-6229,1.0,NC,-1.0,-1,-1.0
938,FCEQN,FCEQN-6230,1.0,NC,-1.0,-1,5.0
939,FCEQN,FCEQN-6231,1.0,NC,-1.0,-1,1.0
940,FCEQN,FCEQN-6233,1.0,NC,-1.0,-1,-1.0
941,FCEQN,FCEQN-6238,1.0,NC,-1.0,-1,-1.0
942,FCEQN,FCEQN-6239,1.0,NC,-1.0,-1,-1.0
943,FCEQN,FCEQN-6240,1.0,NC,-1.0,-1,1.0
944,FCEQN,FCEQN-6241,1.0,NC,-1.0,-1,-1.0
945,FCEQN,FCEQN-6242,6.0,NC,-1.0,-1,1.0
946,FCEQN,FCEQN-6243,1.0,NC,-1.0,-1,1.0
947,FCEQN,FCEQN-6244,1.0,NC,-1.0,-1,-1.0
948,FCEQN,FCEQN-6089,1.0,NC,-1.0,-1,1.0
949,FCEQN,FCEQN-6248,1.0,NC,-1.0,-1,-1.0
950,FCEQN,FCEQN-6249,1.0,NC,-1.0,-1,-1.0
951,FCEQN,FCEQN-6252,1.0,NC,-1.0,-1,1.0
952,FCEQN,FCEQN-6254,2.0,NC,-1.0,-1,-1.0
953,FCEQN,FCEQN-6255,1.0,NC,-1.0,-1,1.0
954,FCEQN,FCEQN-6256,1.0,NC,-1.0,-1,-1.0
955,FCEQN,FCEQN-6258,1.0,NC,-1.0,-1,-1.0
956,FCEQN,FCEQN-6261,1.0,NC,-1.0,-1,-1.0
957,FCEQN,FCEQN-6262,1.0,NC,-1.0,-1,-1.0
958,FCEQN,FCEQN-6265,1.0,NC,-1.0,-1,-1.0
959,FCEQN,FCEQN-6268,1.0,NC,-1.0,-1,-1.0
960,FCEQN,FCEQN-6272,1.0,NC,-1.0,-1,-1.0
961,FCEQN,FCEQN-6274,1.0,NC,-1.0,-1,-1.0
962,FCEQN,FCEQN-6278,1.0,NC,-1.0,-1,-1.0
963,FCEQN,FCEQN-6279,1.0,NC,-1.0,-1,-1.0
964,FCEQN,FCEQN-6281,1.0,NC,-1.0,-1,-1.0
965,FCEQN,FCEQN-6282,1.0,NC,-1.0,-1,-1.0
966,FCEQN,FCEQN-6283,1.0,NC,-1.0,-1,-1.0
967,FCEQN,FCEQN-6284,1.0,NC,-1.0,4,5.0
968,FCEQN,FCEQN-5929,1.0,NC,-1.0,3,5.0
969,FCEQN,FCEQN-6188,1.0,NC,-1.0,-1,1.0
970,FCEQN,FCEQN-6148,1.0,NC,-1.0,-1,1.0
971,FCEQN,FCEQN-6286,1.0,NC,-1.0,-1,-1.0
972,FCEQN,FCEQN-6289,1.0,NC,-1.0,-1,-1.0
973,FCEQN,FCEQN-6290,1.0,NC,-1.0,-1,-1.0
974,FCEQN,FCEQN-6292,1.0,NC,-1.0,-1,1.0
975,FCEQN,FCEQN-6293,1.0,NC,-1.0,-1,1.0
976,FCEQN,FCEQN-6294,1.0,NC,-1.0,-1,1.0
977,FCEQN,FCEQN-6295,1.0,NC,-1.0,-1,-1.0
978,FCEQN,FCEQN-6296,1.0,NC,-1.0,-1,-1.0
979,FCEQN,FCEQN-6297,1.0,NC,-1.0,4,3.0
980,FCEQN,FCEQN-6299,1.0,NC,-1.0,-1,-1.0
981,FCEQN,FCEQN-6300,1.0,NC,-1.0,4,3.0
982,FCEQN,FCEQN-6301,1.0,NC,-1.0,-1,-1.0
983,FCEQN,FCEQN-6302,1.0,NC,-1.0,-1,1.0
984,FCEQN,FCEQN-6304,1.0,NC,-1.0,-1,-1.0
985,FCEQN,FCEQN-6306,1.0,NC,-1.0,4,5.0
986,FCEQN,FCEQN-6308,1.0,NC,-1.0,4,5.0
987,FCEQN,FCEQN-6309,1.0,NC,-1.0,4,5.0
988,FCEQN,FCEQN-5911,1.0,NC,-1.0,-1,1.0
989,FCEQN,FCEQN-6310,1.0,NC,-1.0,-1,-1.0
990,FCEQN,FCEQN-6316,1.0,NC,-1.0,-1,-1.0
991,FCEQN,FCEQN-6318,2.0,NC,1.0,3,5.0
992,FCEQN,FCEQN-6321,1.0,NC,-1.0,1,5.0
993,FCEQN,FCEQN-6072,1.0,NC,-1.0,-1,1.0
994,FCEQN,FCEQN-6324,1.0,NC,-1.0,-1,-1.0
995,FCEQN,FCEQN-6325,1.0,NC,-1.0,-1,7.0
996,FCEQN,FCEQN-6326,1.0,NC,-1.0,-1,-1.0
997,FCEQN,FCEQN-6328,1.0,NC,-1.0,-1,-1.0
998,FCEQN,FCEQN-6330,1.0,NC,-1.0,-1,-1.0
999,FCEQN,FCEQN-6332,1.0,NC,-1.0,-1,-1.0
1000,FCEQN,FCEQN-6334,1.0,NC,-1.0,4,3.0
1001,FCEQN,FCEQN-6335,1.0,NC,-1.0,-1,-1.0
1002,FCEQN,FCEQN-6337,1.0,NC,-1.0,4,5.0
1003,FCEQN,FCEQN-6344,1.0,NC,-1.0,4,5.0
1004,FCEQN,FCEQN-6345,1.0,NC,-1.0,-1,-1.0
1005,FCEQN,FCEQN-6346,1.0,NC,-1.0,4,4.0
1006,FCEQN,FCEQN-6347,1.0,NC,-1.0,4,3.0
1007,FCEQN,FCEQN-6349,1.0,NC,3.0,-1,2.0
1008,FCEQN,FCEQN-6351,1.0,NC,-1.0,4,3.0
1009,FCEQN,FCEQN-6352,1.0,NC,-1.0,4,3.0
1010,FCEQN,FCEQN-6353,1.0,NC,-1.0,-1,-1.0
1011,FCEQN,FCEQN-6354,2.0,NC,-1.0,4,5.0
1012,FCEQN,FCEQN-6355,1.0,NC,-1.0,-1,-1.0
1013,FCEQN,FCEQN-6356,1.0,NC,-1.0,-1,-1.0
1014,FCEQN,FCEQN-6357,1.0,NC,2.0,4,3.0
1015,FCEQN,FCEQN-6358,1.0,NC,-1.0,-1,-1.0
1016,FCEQN,FCEQN-6359,1.0,NC,-1.0,-1,-1.0
1017,FCEQN,FCEQN-6361,1.0,NC,-1.0,4,4.0
1018,FCEQN,FCEQN-6362,1.0,NC,-1.0,-1,-1.0
1019,FCEQN,FCEQN-6367,1.0,NC,-1.0,-1,-1.0
1020,FCEQN,FCEQN-6368,1.0,NC,-1.0,-1,-1.0
1021,FCEQN,FCEQN-6369,1.0,NC,-1.0,-1,-1.0
1022,FCEQN,FCEQN-6371,1.0,NC,-1.0,4,3.0
1023,FCEQN,FCEQN-6375,1.0,NC,-1.0,4,4.0
1024,FCEQN,FCEQN-6376,1.0,NC,-1.0,4,5.0
1025,FCEQN,FCEQN-6378,1.0,NC,-1.0,-1,1.0
1026,FCEQN,FCEQN-6380,1.0,NC,-1.0,-1,-1.0
1027,FCEQN,FCEQN-6381,1.0,NC,-1.0,-1,-1.0
1028,FCEQN,FCEQN-6382,1.0,NC,-1.0,-1,-1.0
1029,FCEQN,FCEQN-6385,1.0,NC,-1.0,-1,-1.0
1030,FCEQN,FCEQN-6388,1.0,NC,-1.0,-1,-1.0
1031,FCEQN,FCEQN-6389,1.0,NC,-1.0,-1,-1.0
1032,FCEQN,FCEQN-6390,1.0,NC,-1.0,-1,1.0
1033,FCEQN,FCEQN-6391,1.0,NC,-1.0,-1,1.0
1034,FCEQN,FCEQN-6392,1.0,NC,-1.0,-1,-1.0
1035,FCEQN,FCEQN-6395,2.0,NC,-1.0,4,7.0
1036,FCEQN,FCEQN-6396,1.0,NC,-1.0,4,2.0
1037,FCEQN,FCEQN-6234,1.0,NC,-1.0,-1,1.0
1038,FCEQN,FCEQN-6401,1.0,NC,-1.0,4,5.0
1039,FCEQN,FCEQN-6404,1.0,NC,-1.0,-1,-1.0
1040,FCEQN,FCEQN-6405,1.0,NC,-1.0,-1,-1.0
1041,FCEQN,FCEQN-6406,1.0,NC,-1.0,-1,1.0
1042,FCEQN,FCEQN-6407,1.0,NC,-1.0,4,3.0
1043,FCEQN,FCEQN-6411,1.0,NC,-1.0,-1,-1.0
1044,FCEQN,FCEQN-6412,1.0,NC,-1.0,-1,1.0
1045,FCEQN,FCEQN-6413,1.0,NC,-1.0,-1,-1.0
1046,FCEQN,FCEQN-6415,1.0,NC,-1.0,3,4.0
1047,FCEQN,FCEQN-6416,1.0,NC,-1.0,3,5.0
1048,FCEQN,FCEQN-2298,1.0,NC,4.0,-1,-1.0
1049,FCEQN,3219,1.0,NC,-1.0,-1,-1.0
1050,FCEQN,FCEQN-6022,1.0,NC,-1.0,-1,1.0
1051,FCEQN,FCEQN-6419,1.0,NC,-1.0,-1,1.0
1052,FCEQN,FCEQN-3667,1.0,No,4.0,3,5.0
1053,FCEQN,FCEQN-6420,1.0,NC,-1.0,4,5.0
1054,FCEQN,FCEQN-6370,1.0,NC,-1.0,4,3.0
1055,FCEQN,FCEQN-6421,1.0,NC,-1.0,-1,1.0
1056,FCEQN,FCEQN-3074,1.0,NC,4.0,-1,-1.0
1057,FCEQN,FCEQN-6424,1.0,NC,-1.0,-1,-1.0
1058,FCEQN,FCEQN-6426,1.0,NC,-1.0,-1,7.0
1059,FCEQN,FCEQN-3384,1.0,No,4.0,4,5.0
1060,FCEQN,FCEQN-5772,1.0,NC,4.0,4,3.0
1061,FCEQN,FCEQN-6427,1.0,NC,-1.0,-1,-1.0
1062,FCEQN,FCEQN-5997,1.0,NC,-1.0,-1,1.0
1063,FCEQN,FCEQN-5185,1.0,NC,1.0,1,4.0
1064,FCEQN,FCEQN-6036,1.0,NC,-1.0,-1,1.0
1065,FCEQN,FCEQN-4359,1.0,Si,4.0,4,5.0
1066,FCEQN,FCEQN-6428,1.0,NC,-1.0,-1,1.0
1067,FCEQN,FCEQN-5431,1.0,NC,1.0,3,3.0
1068,FCEQN,FCEQN-1939,1.0,NC,4.0,-1,1.0
1069,FCEQN,FCEQN-6409,1.0,NC,-1.0,4,3.0
1070,FCEQN,FCEQN-6429,1.0,NC,-1.0,-1,-1.0
1071,FCEQN,FCEQN-6430,1.0,NC,-1.0,3,4.0
1072,FCEQN,FCEQN-5380,1.0,NC,-1.0,1,5.0
1073,FCEQN,FCEQN-5572,1.0,NC,4.0,4,3.0
1074,FCEQN,FCEQN-733,2.0,NC,1.0,-1,-1.0
1075,FCEQN,FCEQN-6162,1.0,NC,2.0,-1,1.0
1076,FCEQN,FCEQN-6092,1.0,NC,-1.0,-1,1.0
1077,FCEQN,FCEQN-6077,1.0,NC,-1.0,-1,1.0
1078,FCEQN,FCEQN-5833,1.0,NC,-1.0,-1,1.0
1079,FCEQN,FCEQN-1434,1.0,No,4.0,3,3.0
1080,FCEQN,FCEQN-6259,1.0,NC,-1.0,4,1.0
1081,FCEQN,FCEQN-6038,1.0,NC,-1.0,-1,1.0
1082,FCEQN,FCEQN-5984,1.0,NC,-1.0,3,3.0
1083,FCEQN,FCEQN-6402,1.0,NC,-1.0,4,5.0
1084,FCEQN,FCEQN-5879,1.0,NC,-1.0,-1,1.0
1085,FCEQN,FCEQN-6432,1.0,NC,1.0,-1,-1.0
1086,FCEQN,FCEQN-6399,1.0,NC,-1.0,4,5.0
1087,FCEQN,FCEQN-6194,1.0,NC,-1.0,-1,1.0
1088,FCEQN,FCEQN-5917,1.0,NC,-1.0,-1,1.0
1089,FCEQN,FCEQN-6172,1.0,NC,-1.0,-1,1.0
1090,FCEQN,FCEQN-6191,1.0,NC,-1.0,4,5.0
1091,FCEQN,FCEQN-6263,1.0,NC,-1.0,4,3.0
1092,FCEQN,FCEQN-6192,1.0,NC,-1.0,-1,1.0
1093,FCEQN,FCEQN-5933,1.0,NC,-1.0,-1,1.0
1094,FCEQN,FCEQN-6360,1.0,NC,-1.0,4,3.0
1095,FCEQN,FCEQN-5176,1.0,NC,4.0,1,4.0
1096,FCEQN,FCEQN-6011,1.0,NC,-1.0,-1,1.0
1097,FCEQN,FCEQN-6010,1.0,NC,-1.0,-1,1.0
1098,FCEQN,FCEQN-5923,1.0,NC,-1.0,-1,1.0
1099,FCEQN,FCEQN-5926,1.0,NC,-1.0,-1,1.0
1100,FCEQN,FCEQN-5967,1.0,NC,1.0,-1,1.0
1101,FCEQN,FCEQN-5931,1.0,NC,-1.0,-1,1.0
1102,FCEQN,FCEQN-5976,1.0,NC,-1.0,-1,1.0
1103,FCEQN,FCEQN-5251,1.0,NC,4.0,4,5.0
1104,FCEQN,FCEQN-6247,1.0,NC,-1.0,-1,1.0
1105,FCEQN,FCEQN-6410,1.0,NC,-1.0,4,5.0
1106,FCEQN,FCEQN-5234,1.0,NC,4.0,1,3.0
1107,FCEQN,FCEQN-6062,1.0,NC,2.0,-1,1.0
1108,FCEQN,FCEQN-6444,1.0,NC,2.0,4,4.0
1109,FCEQN,FCEQN-6319,1.0,NC,-1.0,-1,7.0
1110,FCEQN,FCEQN-5946,1.0,NC,-1.0,3,7.0
1111,FCEQN,FCEQN-6126,1.0,NC,-1.0,4,3.0
1112,FCEQN,FCEQN-6384,1.0,NC,-1.0,1,5.0
1113,FCEQN,FCEQN-5928,1.0,NC,-1.0,-1,1.0
1114,FCEQN,FCEQN-5660,1.0,NC,1.0,3,4.0
1115,FCEQN,FCEQN-6075,1.0,NC,-1.0,-1,1.0
1116,FCEQN,FCEQN-6311,1.0,NC,1.0,4,5.0
1117,FCEQN,FCEQN-5936,1.0,NC,2.0,-1,1.0
1118,FCEQN,FCEQN-5995,1.0,NC,1.0,-1,1.0
1119,FCEQN,FCEQN-6107,1.0,NC,-1.0,-1,1.0
1120,FCEQN,FCEQN-6060,1.0,NC,1.0,4,5.0
1121,FCEQN,FCEQN-6128,1.0,NC,-1.0,4,5.0
1122,FCEQN,FCEQN-5948,1.0,NC,-1.0,-1,1.0
1123,FCEQN,FCEQN-5998,4.0,NC,1.0,-1,1.0
1124,FCEQN,FCEQN-6029,1.0,NC,2.0,-1,1.0
1125,FCEQN,FCEQN-5969,1.0,NC,3.0,-1,1.0
1126,FCEQN,FCEQN-6377,1.0,NC,-1.0,4,7.0
1127,FCEQN,FCEQN-6224,1.0,NC,1.0,-1,1.0
1128,FCEQN,FCEQN-6124,1.0,NC,-1.0,4,3.0
1129,FCEQN,FCEQN-5887,1.0,NC,-1.0,-1,1.0
1130,FCEQN,FCEQN-5873,1.0,NC,-1.0,-1,1.0
1131,FCEQN,FCEQN-6084,1.0,NC,-1.0,-1,1.0
1132,FCEQN,FCEQN-4275,1.0,1,4.0,3,5.0
1133,FCEQN,FCEQN-5958,1.0,NC,-1.0,3,5.0
1134,FCEQN,FCEQN-6445,1.0,NC,2.0,-1,-1.0
1135,FCEQN,FCEQN-6275,1.0,NC,-1.0,4,5.0
1136,FCEQN,FCEQN-941,1.0,NC,4.0,3,3.0
1137,FCEQN,FCEQN-1751,1.0,No,4.0,3,5.0
1138,FCEQN,FCEQN-5920,1.0,NC,-1.0,-1,1.0
1139,FCEQN,FCEQN-6237,1.0,NC,-1.0,-1,1.0
1140,FCEQN,FCEQN-6117,1.0,NC,1.0,4,3.0
1141,FCEQN,FCEQN-5897,1.0,NC,-1.0,-1,1.0
1142,FCEQN,FCEQN-6067,1.0,NC,-1.0,4,5.0
1143,FCEQN,FCEQN-6339,1.0,NC,-1.0,4,5.0
1144,FCEQN,FCEQN-5843,2.0,NC,1.0,-1,1.0
1145,FCEQN,FCEQN-6312,1.0,NC,-1.0,-1,7.0
1146,FCEQN,FCEQN-6267,1.0,NC,-1.0,4,3.0
1147,FCEQN,FCEQN-5987,1.0,NC,-1.0,-1,1.0
1148,FCEQN,FCEQN-6363,1.0,NC,-1.0,4,3.0
1149,FCEQN,FCEQN-5953,1.0,NC,-1.0,-1,1.0
1150,FCEQN,FCEQN-5974,1.0,NC,1.0,-1,1.0
1151,FCEQN,FCEQN-6266,1.0,NC,-1.0,4,5.0
1152,FCEQN,FCEQN-6190,1.0,NC,-1.0,-1,1.0
1153,FCEQN,FCEQN-5959,1.0,NC,3.0,-1,1.0
1154,FCEQN,FCEQN-5866,1.0,NC,-1.0,-1,1.0
1155,FCEQN,FCEQN-5949,1.0,NC,-1.0,-1,1.0
1156,FCEQN,FCEQN-6218,1.0,NC,-1.0,1,5.0
1157,FCEQN,FCEQN-6099,1.0,NC,-1.0,-1,1.0
1158,FCEQN,FCEQN-5945,1.0,NC,-1.0,3,5.0
1159,FCEQN,FCEQN-6013,2.0,NC,-1.0,-1,1.0
1160,FCEQN,FCEQN-6253,1.0,NC,-1.0,-1,1.0
1161,FCEQN,FCEQN-6322,1.0,NC,-1.0,3,5.0
1162,FCEQN,FCEQN-5978,1.0,NC,-1.0,-1,1.0
1163,FCEQN,FCEQN-6340,1.0,NC,-1.0,4,5.0
1164,FCEQN,FCEQN-5394,1.0,NC,2.0,1,5.0
1165,FCEQN,FCEQN-6131,1.0,NC,-1.0,-1,1.0
1166,FCEQN,FCEQN-6009,1.0,NC,-1.0,-1,1.0
1167,FCEQN,FCEQN-5996,1.0,NC,1.0,-1,1.0
1168,FCEQN,FCEQN-5465,1.0,NC,4.0,-1,7.0
1169,FCEQN,FCEQN-6004,1.0,NC,2.0,-1,1.0
1170,FCEQN,FCEQN-6178,1.0,NC,1.0,-1,1.0
1171,FCEQN,FCEQN-6179,1.0,NC,1.0,4,5.0
1172,FCEQN,FCEQN-6051,1.0,NC,2.0,4,5.0
1173,FCEQN,FCEQN-5835,1.0,NC,1.0,-1,1.0
1174,FCEQN,FCEQN-6336,2.0,NC,1.0,4,3.0
